"Path","LineNumber","Line"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p17_value_proof\eldora_value_proof.py","147","        ""recommendation"": ""KEEP_PLANNER_INTERNAL_AND_PREPARE_REAL_LLM_JUDGE"" if avg_gain_pct > 15 else ""KEEP_SHADOW_AND_IMPROVE_PLANNER"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p17_value_proof\review_decision_aggregation.py","23","        ""internal_decision"": ""KEEP_PLANNER_INTERNAL"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p7_adapters\oversight_contracts.py","10","    reasoning_summary: str"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\feature_flags.py","8","    enable_hierarchical_planner: bool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\feature_flags.py","25","        enable_hierarchical_planner=_bool_env(""ENABLE_HIERARCHICAL_PLANNER"", False),"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_active_policy.py","5","class PlannerActivePolicy:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_active_policy.py","14","def load_planner_active_policy() -> PlannerActivePolicy:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_active_policy.py","15","    return PlannerActivePolicy("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_active_policy.py","25","def evaluate_planner_active_candidate(plan: Dict[str, Any]) -> Dict[str, Any]:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_active_policy.py","26","    policy = load_planner_active_policy()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_consumption_contract.py","2","from app.p8_shadow.planner_sandbox import run_limited_active_sandbox"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_consumption_contract.py","17","def validate_planner_consumption_contract(plan: Dict[str, Any]) -> Dict[str, Any]:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_consumption_contract.py","40","        ""contract"": ""P8_PLANNER_SANDBOX_CONSUMPTION_CONTRACT"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_consumption_contract.py","50","def produce_consumable_planner_artifact(payload: Dict[str, Any]) -> Dict[str, Any]:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_consumption_contract.py","53","    contract = validate_planner_consumption_contract(plan)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_consumption_contract.py","56","        ""artifact_type"": ""PLANNER_SANDBOX_CONSUMABLE_OUTPUT"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_consumption_contract.py","58","        ""planner_output"": plan,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_sandbox.py","2","from app.p8_shadow.real_planner import generate_hierarchical_plan"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_sandbox.py","3","from app.p8_shadow.planner_active_policy import evaluate_planner_active_candidate"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\planner_sandbox.py","7","    policy = evaluate_planner_active_candidate(plan)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\shadow_hooks.py","8","def run_hierarchical_planner_shadow(payload: Any, *, log_path: str | None = None) -> Dict[str, Any]:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\shadow_hooks.py","13","    if not flags.enable_hierarchical_planner or flags.hierarchical_mode != ""SHADOW"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\shadow_hooks.py","14","        return {""status"": ""SKIPPED"", ""reason"": ""planner_shadow_disabled"", ""runtime_modified"": False}"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\shadow_hooks.py","25","        append_shadow_log(request_id=request_id, module=""hierarchical_planner"", status=""PASS"", latency_ms=latency, execution_mode=""SHADOW"", result=result, log_path=log_path)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p8_shadow\shadow_hooks.py","29","        append_shadow_log(request_id=request_id, module=""hierarchical_planner"", status=""ERROR"", latency_ms=latency, execution_mode=""SHADOW"", error=str(exc), log_path=log_path)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p9_runtime_consumption\planner_injection.py","3","from app.p8_shadow.planner_consumption_contract import produce_consumable_planner_artifact"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p9_runtime_consumption\planner_injection.py","7","def inject_planner_artifact_dry_run(runtime_input: Dict[str, Any]) -> Dict[str, Any]:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p9_runtime_consumption\planner_injection.py","10","    artifact = produce_consumable_planner_artifact(runtime_input)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p9_runtime_consumption\planner_injection.py","23","        ""mission"": ""P9_PLANNER_ARTIFACT_INJECTION_DRY_RUN"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\p9_runtime_consumption\planner_injection.py","26","        ""planner_artifact"": artifact,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\persona\human_like_persona_pipeline.py","2","from app.persona.open_ended_reasoning_layer import OpenEndedReasoningLayer"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\persona\human_like_persona_pipeline.py","8","class HumanLikePersonaPipeline:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\persona\human_like_persona_pipeline.py","10","        self.reasoning = OpenEndedReasoningLayer()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\persona\human_like_persona_pipeline.py","18","        return self.reasoning.is_open_persona_question(message) or self.followup.is_persona_followup(message, memory_context)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\persona\open_ended_reasoning_layer.py","1","class OpenEndedReasoningLayer:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\ai_provider_registry.py","6","    {""name"":""groq"",""envs"":[""GROQ_API_KEY"",""GROQCLOUD_API_KEY"",""GROQ_KEY""],""model_env"":""GROQ_MODEL"",""default_model"":""llama-3.1-70b-versatile"",""role"":""fast_reasoning""},"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\ai_provider_registry.py","7","    {""name"":""anthropic"",""envs"":[""ANTHROPIC_API_KEY"",""CLAUDE_API_KEY""],""model_env"":""ANTHROPIC_MODEL"",""default_model"":""claude-3-5-sonnet-latest"",""role"":""deep_reasoning""},"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\ai_provider_registry.py","9","    {""name"":""mistral"",""envs"":[""MISTRAL_API_KEY"",""MISTRAL_KEY""],""model_env"":""MISTRAL_MODEL"",""default_model"":""mistral-large-latest"",""role"":""european_reasoning""},"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\ai_provider_registry.py","11","    {""name"":""deepseek"",""envs"":[""DEEPSEEK_API_KEY"",""DEEPSEEK_KEY""],""model_env"":""DEEPSEEK_MODEL"",""default_model"":""deepseek-chat"",""role"":""cheap_reasoning""},"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_cognition_layer.py","4","from app.runtime.autonomous_planner import build_autonomous_plan"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_cognition_layer.py","9","    domain=""autonomous_reasoning"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_cognition_layer.py","15","        planner_result=build_autonomous_plan("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_cognition_layer.py","21","        raw_plan=planner_result.get(""plan"",{})"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_cognition_layer.py","49","        safe_result[""reasoning_depth""]=""advanced"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_planner.py","5","class AutonomousPlanner(AdvancedRuntimeEngine):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_planner.py","6","    module_name=""autonomous_planner"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_planner.py","32","    return AutonomousPlanner().build_plan({"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_planner.py","39","    return AutonomousPlanner().health()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\autonomous_planner.py","42","    return AutonomousPlanner().build_plan(payload)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\cognitive_pipeline.py","25","def run_cognitive_pipeline(user_id: str, message: str) -> dict:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\cognitive_pipeline.py","174","                ""simulation_context"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\conversational_reasoning.py","10","        ""last_reasoning"":""porque a infraestrutura do runtime já funciona; o gargalo atual é qualidade de diálogo."","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\conversational_reasoning.py","14","def update_dialogue_state(user_id: str, user_message: str, assistant_message: str, claim: str = """", reasoning: str = """", confidence: float = 0.86):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\conversational_reasoning.py","21","        ""last_reasoning"": reasoning or prev.get(""last_reasoning""),"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\conversational_reasoning.py","41","        answer = f""Porque {state['last_reasoning']} Se eu continuar criando camada antes disso, só aumento complexidade em cima de uma conversa ainda rígida."""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_a_cognitive_shadow.py","16","            ""hierarchical_planner"": False,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_a_cognitive_shadow.py","17","            ""autonomous_planner"": False,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_a_cognitive_shadow.py","28","        trace[""capabilities""][""hierarchical_planner""] = True"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_a_cognitive_shadow.py","29","        trace[""capabilities""][""autonomous_planner""] = True"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","15","def _fmt_scenarios(simulation: dict) -> str:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","16","    scenarios = simulation.get(""scenarios"", []) or []"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","28","def _fmt_plan(planner: dict) -> str:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","29","    nodes = planner.get(""nodes"", []) or []"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","43","def _fmt_risks(planner: dict, simulation: dict) -> str:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","45","    risks.extend(planner.get(""risk_flags"", []) or [])"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","46","    risks.extend(simulation.get(""risk_flags"", []) or [])"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","91","    planner = components.get(""plan"", {}) or {}"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","92","    simulation = components.get(""simulation"", {}) or {}"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","97","    root_goal = planner.get(""root_goal"") or message"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","99","    confidence = simulation.get(""prediction"", {}).get(""confidence"") if isinstance(simulation.get(""prediction""), dict) else None"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","101","    plan_txt = _fmt_plan(planner)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","102","    scenario_txt = _fmt_scenarios(simulation)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","103","    risk_txt = _fmt_risks(planner, simulation)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","105","    recommendation = simulation.get(""recommendation"") or planner.get(""next_action"") or ""executar validação controlada"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","152","        from app.eldora.core.predictive_simulation_engine import run_simulation"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","153","        result[""components""][""simulation""] = run_simulation(goal=message, context=context)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","155","        result[""errors""].append({""component"": ""simulation"", ""error"": str(exc)})"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_dynamic_composer.py","158","        from app.p7_adapters.hierarchical_planner_adapter import plan"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_shadow_runtime.py","16","            ""predictive_simulation"": False,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_shadow_runtime.py","34","        trace[""capabilities""][""predictive_simulation""] = True"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\level_b_shadow_runtime.py","35","        trace[""signals""].append(""simulation_context"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\natural_response_layer.py","13","from app.runtime.conversational_reasoning import ("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\natural_response_layer.py","84","        reasoning=None,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\p2071_2080_realtime_paper_runtime.py","399","    # multi session simulation"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\response_generation_engine.py","1","from app.tutor.tutor_reasoning_layer import TutorReasoningLayer"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\response_generation_engine.py","5","        self.tutor = TutorReasoningLayer()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\universal_conversation_authority_BACKUP_20260523_114422.py","11","    active_reasoning_mode: str = ""reflective"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\universal_conversation_authority_BACKUP_20260523_114422.py","72","            prev.active_reasoning_mode"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\universal_conversation_authority_BACKUP_20260523_114422.py","102","            active_reasoning_mode=mode,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\universal_conversation_authority_BACKUP_20260523_114422.py","125","        if ctx.get(""active_reasoning_mode"") == ""emotional_safe"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\universal_conversation_authority.py","11","    reasoning_axis: str = ""continuidade semântica"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\universal_conversation_authority.py","74","                reasoning_axis=""causa prioridade dependência"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\runtime\universal_conversation_authority.py","87","            ""active_reasoning_mode"": ""universal_contextual_authority"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\study\study_planner_engine.py","1","class StudyPlannerEngine:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\telemetry\cloud_telemetry.py","52","    return {""ok"":True,""events_sampled"":len(rows),""real_conversations"":by_kind.get(""real"",0),""simulated_conversations"":by_kind.get(""simulation"",0),""themes"":by_theme,""personas"":by_persona,""avg_humanization_score"":round(sum(scores)/len(scores),2) if scores else None}"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\training\multi_ai_conversation_swarm.py","63","        ""sender_id"":""swarm_simulation"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\training\multi_ai_conversation_swarm.py","64","        ""kind"":""simulation"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\training\response_scorer.py","63","        ""reflective_reasoning"":reflective,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\tutor\tutor_reasoning_layer.py","1","class TutorReasoningLayer:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\main.py","645","                primary_reply=""Vamos localizar a causa raiz, validar o hop problemático e corrigir sem quebrar o restante do pipeline."""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\main.py","1129","    path = Path(""_evidence/WHATSAPP_RUNTIME_TRACE/RUNTIME_PIPELINE_TRACE.jsonl"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\data\runtime\P2071_2080\package\p2071_2080_realtime_paper_runtime.py","399","    # multi session simulation"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2050f_restart_recovery_validation.py","66","        ""next"": ""P2050G_PAPER_CLOSE_SIMULATION"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2050g_paper_close_simulation.py","8","AUDIT = ROOT / ""data"" / ""audit"" / ""P2050"" / ""P2050G_PAPER_CLOSE_SIMULATION_RESULT.json"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2050g_paper_close_simulation.py","45","        pos[""close_reason""] = ""TAKE_PROFIT_SIMULATION"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2050g_paper_close_simulation.py","56","        ""program"": ""P2050G_PAPER_CLOSE_SIMULATION"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2051_continuous_paper_loop.py","86","            close_reason = ""TAKE_PROFIT_SIMULATION"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2051_continuous_paper_loop.py","89","            close_reason = ""STOP_LOSS_SIMULATION"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2052_extended_paper_validation.py","40","            close_reason = ""STOP_LOSS_SIMULATION"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2052_extended_paper_validation.py","43","            close_reason = ""TAKE_PROFIT_SIMULATION"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2055_long_running_paper_runtime.py","69","            close_reason = ""STOP_LOSS_SIMULATION"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2055_long_running_paper_runtime.py","72","            close_reason = ""STRESS_LOSS_SIMULATION"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2055_long_running_paper_runtime.py","75","            close_reason = ""TAKE_PROFIT_SIMULATION"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2063_real_logic_certification_package.py","76","        simulations = []"
